SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022
162,6,0,60900,0,0,0,A,Rio Dell city,California,3379,3374,3388,3358
162,6,0,60984,0,0,0,A,Rio Vista city,California,10016,10105,10246,10375
162,6,0,61026,0,0,0,A,Ripon city,California,16016,16074,16424,16272
162,6,0,61068,0,0,0,A,Riverbank city,California,24862,24872,24858,24826
162,6,0,62000,0,0,0,A,Riverside city,California,315014,315469,313912,320764
162,6,0,62364,0,0,0,A,Rocklin city,California,71598,71861,73082,73857
162,6,0,62546,0,0,0,A,Rohnert Park city,California,44398,44436,44573,44326
162,6,0,62602,0,0,0,A,Rolling Hills city,California,1740,1734,1699,1676
162,6,0,62644,0,0,0,A,Rolling Hills Estates city,California,8276,8263,8146,8018
162,6,0,62896,0,0,0,A,Rosemead city,California,51187,51082,50221,49791
162,6,0,62938,0,0,0,A,Roseville city,California,147796,148486,152095,154817
162,6,0,62980,0,0,0,A,Ross town,California,2344,2342,2339,2300
162,6,0,64000,0,0,0,A,Sacramento city,California,524924,525668,525951,528001
162,6,0,64140,0,0,0,A,St. Helena city,California,5436,5425,5391,5196
162,6,0,64224,0,0,0,A,Salinas city,California,163542,163296,163076,161020
162,6,0,64434,0,0,0,A,San Anselmo town,California,12831,12804,12747,12569
162,6,0,65000,0,0,0,A,San Bernardino city,California,222068,222028,221242,220328
162,6,0,65028,0,0,0,A,San Bruno city,California,43893,43783,42349,41533
162,6,0,65042,0,0,0,A,San Buenaventura (Ventura) city,California,110736,110518,110027,109527
162,6,0,65070,0,0,0,A,San Carlos city,California,30726,30793,30079,29586
162,6,0,65084,0,0,0,A,San Clemente city,California,64282,64257,63842,63457
162,6,0,65112,0,0,0,A,Sand City city,California,322,323,330,328
162,6,0,66000,0,0,0,A,San Diego city,California,1386960,1386872,1374484,1381162
162,6,0,66070,0,0,0,A,San Dimas city,California,34920,34804,34086,33535
162,6,0,66140,0,0,0,A,San Fernando city,California,23966,23970,23757,23685
162,6,0,67000,0,0,0,A,San Francisco city,California,873959,870393,811253,808437
162,6,0,67042,0,0,0,A,San Gabriel city,California,39575,39449,38676,38140
162,6,0,67056,0,0,0,A,Sanger city,California,26615,26624,26721,26600
162,6,0,67112,0,0,0,A,San Jacinto city,California,53894,54064,55287,55470
162,6,0,67126,0,0,0,A,San Joaquin city,California,3702,3698,3689,3704
162,6,0,68000,0,0,0,A,San Jose city,California,1013221,1009830,981466,971233
162,6,0,68014,0,0,0,A,San Juan Bautista city,California,2085,2091,2141,2124
162,6,0,68028,0,0,0,A,San Juan Capistrano city,California,35198,35180,34940,34548
162,6,0,68084,0,0,0,A,San Leandro city,California,90998,90707,88440,86762
162,6,0,68154,0,0,0,A,San Luis Obispo city,California,47107,47152,47633,48341
162,6,0,68196,0,0,0,A,San Marcos city,California,94862,94900,93756,94854
162,6,0,68224,0,0,0,A,San Marino city,California,12511,12476,12240,12039
162,6,0,68252,0,0,0,A,San Mateo city,California,105665,105327,102400,100984
162,6,0,68294,0,0,0,A,San Pablo city,California,32122,32078,31847,31389
162,6,0,68364,0,0,0,A,San Rafael city,California,61277,61130,60814,59971
162,6,0,68378,0,0,0,A,San Ramon city,California,86332,86616,87023,85953
162,6,0,69000,0,0,0,A,Santa Ana city,California,310555,309921,308771,308189
162,6,0,69070,0,0,0,A,Santa Barbara city,California,88676,88676,88316,87533
162,6,0,69084,0,0,0,A,Santa Clara city,California,127861,127894,127958,126930
162,6,0,69088,0,0,0,A,Santa Clarita city,California,228679,228065,224320,221345
162,6,0,69112,0,0,0,A,Santa Cruz city,California,62968,62885,54941,61800
162,6,0,69154,0,0,0,A,Santa Fe Springs city,California,19210,19149,18755,18439
162,6,0,69196,0,0,0,A,Santa Maria city,California,109695,109742,109647,110125
162,6,0,70000,0,0,0,A,Santa Monica city,California,93075,92803,91250,89947
162,6,0,70042,0,0,0,A,Santa Paula city,California,30673,30646,30763,31018
162,6,0,70098,0,0,0,A,Santa Rosa city,California,178128,177835,177149,177181
162,6,0,70224,0,0,0,A,Santee city,California,60047,59952,59296,59051
162,6,0,70280,0,0,0,A,Saratoga city,California,31046,30941,30132,29903
162,6,0,70364,0,0,0,A,Sausalito city,California,7267,7252,7219,7095
162,6,0,70588,0,0,0,A,Scotts Valley city,California,12233,12235,12215,12073
162,6,0,70686,0,0,0,A,Seal Beach city,California,25229,25183,24921,24627
162,6,0,70742,0,0,0,A,Seaside city,California,32382,32323,32074,31478
162,6,0,70770,0,0,0,A,Sebastopol city,California,7529,7521,7477,7338
162,6,0,70882,0,0,0,A,Selma city,California,24671,24658,24635,24430
162,6,0,71106,0,0,0,A,Shafter city,California,19956,20023,20113,21282
162,6,0,71225,0,0,0,A,Shasta Lake city,California,10364,10371,10407,10335
162,6,0,71806,0,0,0,A,Sierra Madre city,California,11275,11238,11005,10809
162,6,0,71876,0,0,0,A,Signal Hill city,California,11850,11809,11559,11381
162,6,0,72016,0,0,0,A,Simi Valley city,California,126373,126335,126053,124398
162,6,0,72506,0,0,0,A,Solana Beach city,California,12938,12931,12854,12802
162,6,0,72520,0,0,0,A,Soledad city,California,24929,24692,24702,24190
162,6,0,72576,0,0,0,A,Solvang city,California,6126,6117,6058,5986
162,6,0,72646,0,0,0,A,Sonoma city,California,10734,10719,10669,10466
162,6,0,72674,0,0,0,A,Sonora city,California,5008,5000,5008,4956
162,6,0,72996,0,0,0,A,South El Monte city,California,19561,19612,19557,19602
162,6,0,73080,0,0,0,A,South Gate city,California,92727,92434,91012,90926
162,6,0,73108,0,0,0,A,South Lake Tahoe city,California,21336,21296,21423,21175
162,6,0,73220,0,0,0,A,South Pasadena city,California,26942,26851,26285,25850
162,6,0,73262,0,0,0,A,South San Francisco city,California,66097,66124,64361,63484
162,6,0,73962,0,0,0,A,Stanton city,California,37966,37938,38025,38952
162,6,0,75000,0,0,0,A,Stockton city,California,320810,321023,322607,321819
162,6,0,75630,0,0,0,A,Suisun City city,California,29517,29470,29243,28949
162,6,0,77000,0,0,0,A,Sunnyvale city,California,155629,155264,152030,153091
162,6,0,77364,0,0,0,A,Susanville city,California,16732,16426,15419,13707
162,6,0,77392,0,0,0,A,Sutter Creek city,California,2651,2654,2699,2705
162,6,0,77574,0,0,0,A,Taft city,California,8553,7466,7048,7034
162,6,0,78092,0,0,0,A,Tehachapi city,California,12940,12990,12311,12389
162,6,0,78106,0,0,0,A,Tehama city,California,434,426,423,423
162,6,0,78120,0,0,0,A,Temecula city,California,109994,110013,110810,111752
162,6,0,78148,0,0,0,A,Temple City city,California,36492,36400,35749,35296
162,6,0,78582,0,0,0,A,Thousand Oaks city,California,126968,126770,126001,124265
162,6,0,78666,0,0,0,A,Tiburon town,California,9142,9129,9092,8938
162,6,0,80000,0,0,0,A,Torrance city,California,147071,146589,143509,141126
162,6,0,80238,0,0,0,A,Tracy city,California,93115,93413,95252,97328
162,6,0,80448,0,0,0,A,Trinidad city,California,338,337,336,332
162,6,0,80588,0,0,0,A,Truckee town,California,16724,16735,17038,16850
162,6,0,80644,0,0,0,A,Tulare city,California,68910,69255,70788,70693
162,6,0,80686,0,0,0,A,Tulelake city,California,902,900,901,889
162,6,0,80812,0,0,0,A,Turlock city,California,72692,72694,72216,72309
162,6,0,80854,0,0,0,A,Tustin city,California,79967,79896,79346,78418
162,6,0,80994,0,0,0,A,Twentynine Palms city,California,28067,28079,28345,28158
162,6,0,81134,0,0,0,A,Ukiah city,California,16625,16576,16433,16144
162,6,0,81204,0,0,0,A,Union City city,California,70140,69985,68363,67039
162,6,0,81344,0,0,0,A,Upland city,California,79041,79120,79265,78841
162,6,0,81554,0,0,0,A,Vacaville city,California,102386,101806,101447,101918
162,6,0,81666,0,0,0,A,Vallejo city,California,126083,125886,124773,123564
162,6,0,82422,0,0,0,A,Vernon city,California,221,220,215,212
162,6,0,82590,0,0,0,A,Victorville city,California,134802,134632,135921,137221
162,6,0,82744,0,0,0,A,Villa Park city,California,5837,5826,5767,5731
162,6,0,82954,0,0,0,A,Visalia city,California,141574,141859,142795,143966
162,6,0,82996,0,0,0,A,Vista city,California,98414,98390,98563,97766
162,6,0,83332,0,0,0,A,Walnut city,California,28437,28347,27776,27356
162,6,0,83346,0,0,0,A,Walnut Creek city,California,70112,70039,69863,68969
162,6,0,83542,0,0,0,A,Wasco city,California,27049,25592,26891,27731
162,6,0,83612,0,0,0,A,Waterford city,California,9121,9136,9160,9335
162,6,0,83668,0,0,0,A,Watsonville city,California,52595,52506,52017,51525
162,6,0,83850,0,0,0,A,Weed city,California,2861,2857,2801,2811
162,6,0,84200,0,0,0,A,West Covina city,California,109501,109129,106868,105013
162,6,0,84410,0,0,0,A,West Hollywood city,California,35759,35636,34889,34514
162,6,0,84438,0,0,0,A,Westlake Village city,California,8028,7995,7829,7694
162,6,0,84550,0,0,0,A,Westminster city,California,90915,90786,90124,89397
162,6,0,84606,0,0,0,A,Westmorland city,California,2013,2008,2002,1990
162,6,0,84816,0,0,0,A,West Sacramento city,California,53919,53914,53983,55064
162,6,0,85012,0,0,0,A,Wheatland city,California,3708,3715,3728,3789
162,6,0,85292,0,0,0,A,Whittier city,California,87302,87006,85330,84496
162,6,0,85446,0,0,0,A,Wildomar city,California,36888,36912,37197,37214
162,6,0,85586,0,0,0,A,Williams city,California,5540,5562,5605,5646
162,6,0,85600,0,0,0,A,Willits city,California,4984,4969,4963,4885
162,6,0,85684,0,0,0,A,Willows city,California,6290,6270,6212,6116
162,6,0,85922,0,0,0,A,Windsor town,California,26353,26307,26138,25789
162,6,0,86034,0,0,0,A,Winters city,California,7113,7129,7358,7540
162,6,0,86300,0,0,0,A,Woodlake city,California,7431,7449,7577,7590
162,6,0,86328,0,0,0,A,Woodland city,California,61047,61051,61538,61462
162,6,0,86440,0,0,0,A,Woodside town,California,5306,5293,5138,5053
162,6,0,86832,0,0,0,A,Yorba Linda city,California,68318,68330,67925,67089
162,6,0,86930,0,0,0,A,Yountville city,California,3431,3427,3420,3356
162,6,0,86944,0,0,0,A,Yreka city,California,7810,7793,7826,7827
162,6,0,86972,0,0,0,A,Yuba City city,California,70118,69949,69505,69014
162,6,0,87042,0,0,0,A,Yucaipa city,California,54552,54586,54713,54420
162,6,0,87056,0,0,0,A,Yucca Valley town,California,21738,21751,21817,21662
50,6,1,0,0,0,0,A,Alameda County,California,1682331,1680380,1643837,1628997
157,6,1,562,0,0,1,A,Alameda city,California,78282,78044,76246,76040
157,6,1,674,0,0,1,A,Albany city,California,20271,20225,19823,19415
157,6,1,6000,0,0,1,A,Berkeley city,California,124324,124206,114810,118950
157,6,1,20018,0,0,1,A,Dublin city,California,72588,72524,71516,72060
157,6,1,22594,0,0,1,A,Emeryville city,California,12902,12939,12875,12913
157,6,1,26000,0,0,1,A,Fremont city,California,230493,230194,226532,223871
157,6,1,33000,0,0,1,A,Hayward city,California,162948,162602,158445,156754
157,6,1,41992,0,0,1,A,Livermore city,California,87965,87880,86388,84701
157,6,1,50916,0,0,1,A,Newark city,California,47525,47612,47134,47312
157,6,1,53000,0,0,1,A,Oakland city,California,440660,440873,436291,430553
157,6,1,56938,0,0,1,A,Piedmont city,California,11277,11251,11017,10811
157,6,1,57792,0,0,1,A,Pleasanton city,California,79856,79676,77904,76689
157,6,1,68084,0,0,1,A,San Leandro city,California,90998,90707,88440,86762
157,6,1,81204,0,0,1,A,Union City city,California,70140,69985,68363,67039
157,6,1,99990,0,0,1,S,Balance of Alameda County,California,152102,151662,148053,145127
50,6,3,0,0,0,1,A,Alpine County,California,1201,1204,1235,1190
50,6,5,0,0,0,0,A,Amador County,California,40474,40532,41144,41412
157,6,5,1514,0,0,1,A,Amador City city,California,198,198,201,201
157,6,5,36672,0,0,1,A,Ione city,California,5142,5171,5234,5364
157,6,5,36980,0,0,1,A,Jackson city,California,5010,5002,5078,5113
157,6,5,57834,0,0,1,A,Plymouth city,California,1078,1079,1099,1112
157,6,5,77392,0,0,1,A,Sutter Creek city,California,2651,2654,2699,2705
157,6,5,99990,0,0,1,S,Balance of Amador County,California,26395,26428,26833,26917
50,6,7,0,0,0,0,A,Butte County,California,211631,210135,206190,207303
157,6,7,6560,0,0,1,A,Biggs city,California,1968,1951,1935,1899
157,6,7,13014,0,0,1,A,Chico city,California,102816,102135,100162,101299
157,6,7,31260,0,0,1,A,Gridley city,California,7421,7370,7360,7227
157,6,7,54386,0,0,1,A,Oroville city,California,20104,19958,19935,20041
157,6,7,55520,0,0,1,A,Paradise town,California,4764,4744,5274,6516
157,6,7,99990,0,0,1,S,Balance of Butte County,California,74558,73977,71524,70321
50,6,9,0,0,0,0,A,Calaveras County,California,45285,45346,46219,46563
157,6,9,2112,0,0,1,A,Angels city,California,3662,3676,3762,3786
157,6,9,99990,0,0,1,S,Balance of Calaveras County,California,41623,41670,42457,42777
50,6,11,0,0,0,0,A,Colusa County,California,21837,21858,21913,21914
157,6,11,14946,0,0,1,A,Colusa city,California,6404,6398,6396,6368
157,6,11,85586,0,0,1,A,Williams city,California,5540,5562,5605,5646
157,6,11,99990,0,0,1,S,Balance of Colusa County,California,9893,9898,9912,9900
50,6,13,0,0,0,0,A,Contra Costa County,California,1165927,1165986,1163298,1156966
157,6,13,2252,0,0,1,A,Antioch city,California,115305,115251,114964,115264
157,6,13,8142,0,0,1,A,Brentwood city,California,64290,64463,64931,66127
157,6,13,13882,0,0,1,A,Clayton city,California,11072,11062,10985,10904
157,6,13,16000,0,0,1,A,Concord city,California,125411,125256,124337,122625
157,6,13,17988,0,0,1,A,Danville town,California,43571,43527,43294,42732
157,6,13,21796,0,0,1,A,El Cerrito city,California,25958,25967,25878,25583
157,6,13,33308,0,0,1,A,Hercules city,California,26017,26009,26114,25920
157,6,13,39122,0,0,1,A,Lafayette city,California,25399,25371,25230,25044
157,6,13,46114,0,0,1,A,Martinez city,California,37273,37187,36871,36447
157,6,13,49187,0,0,1,A,Moraga town,California,16877,16868,16834,16707
157,6,13,53070,0,0,1,A,Oakley city,California,43354,43468,43821,44688
157,6,13,54232,0,0,1,A,Orinda city,California,19503,19516,19503,19355
157,6,13,57288,0,0,1,A,Pinole city,California,19029,19003,18858,18582
157,6,13,57456,0,0,1,A,Pittsburg city,California,76409,76605,76662,77572
157,6,13,57764,0,0,1,A,Pleasant Hill city,California,34629,34600,34404,33913
157,6,13,60620,0,0,1,A,Richmond city,California,116432,116367,115731,114301
157,6,13,68294,0,0,1,A,San Pablo city,California,32122,32078,31847,31389
157,6,13,68378,0,0,1,A,San Ramon city,California,86332,86616,87023,85953
157,6,13,83346,0,0,1,A,Walnut Creek city,California,70112,70039,69863,68969
157,6,13,99990,0,0,1,S,Balance of Contra Costa County,California,176832,176733,176148,174891
50,6,15,0,0,0,0,A,Del Norte County,California,27745,27601,27553,27082
157,6,15,17022,0,0,1,A,Crescent City city,California,6673,6511,6170,5983
157,6,15,99990,0,0,1,S,Balance of Del Norte County,California,21072,21090,21383,21099
50,6,17,0,0,0,0,A,El Dorado County,California,191184,191220,193590,192646
157,6,17,57540,0,0,1,A,Placerville city,California,10742,10732,10816,10664
157,6,17,73108,0,0,1,A,South Lake Tahoe city,California,21336,21296,21423,21175
157,6,17,99990,0,0,1,S,Balance of El Dorado County,California,159106,159192,161351,160807
50,6,19,0,0,0,0,A,Fresno County,California,1008650,1009503,1012992,1015190
157,6,19,14218,0,0,1,A,Clovis city,California,120160,120660,123007,124556
157,6,19,14274,0,0,1,A,Coalinga city,California,17601,17654,17155,17024
157,6,19,24134,0,0,1,A,Firebaugh city,California,8098,8089,8109,8418
157,6,19,25436,0,0,1,A,Fowler city,California,6715,6764,6950,7154
157,6,19,27000,0,0,1,A,Fresno city,California,542252,542447,543910,545567
157,6,19,36084,0,0,1,A,Huron city,California,6209,6203,6225,6240
157,6,19,38226,0,0,1,A,Kerman city,California,16010,16039,16172,16208
157,6,19,38562,0,0,1,A,Kingsburg city,California,12380,12448,12664,12613
157,6,19,46828,0,0,1,A,Mendota city,California,12595,12647,12734,12618
157,6,19,54008,0,0,1,A,Orange Cove city,California,9649,9639,9615,9525
157,6,19,55856,0,0,1,A,Parlier city,California,14579,14616,14689,14554
157,6,19,60242,0,0,1,A,Reedley city,California,25230,25221,25174,25441
157,6,19,67056,0,0,1,A,Sanger city,California,26615,26624,26721,26600
157,6,19,67126,0,0,1,A,San Joaquin city,California,3702,3698,3689,3704
157,6,19,70882,0,0,1,A,Selma city,California,24671,24658,24635,24430
157,6,19,99990,0,0,1,S,Balance of Fresno County,California,162184,162096,161543,160538
50,6,21,0,0,0,0,A,Glenn County,California,28915,28896,28664,28339
157,6,21,54274,0,0,1,A,Orland city,California,8306,8302,8311,8217
157,6,21,85684,0,0,1,A,Willows city,California,6290,6270,6212,6116
157,6,21,99990,0,0,1,S,Balance of Glenn County,California,14319,14324,14141,14006
50,6,23,0,0,0,0,A,Humboldt County,California,136465,136261,134836,135010
157,6,23,2476,0,0,1,A,Arcata city,California,18845,18788,17736,18555
157,6,23,7162,0,0,1,A,Blue Lake city,California,1204,1200,1196,1183
157,6,23,23042,0,0,1,A,Eureka city,California,26561,26477,26369,26129
157,6,23,23910,0,0,1,A,Ferndale city,California,1402,1404,1406,1398
157,6,23,25296,0,0,1,A,Fortuna city,California,12517,12518,12518,12516
157,6,23,60900,0,0,1,A,Rio Dell city,California,3379,3374,3388,3358
157,6,23,80448,0,0,1,A,Trinidad city,California,338,337,336,332
157,6,23,99990,0,0,1,S,Balance of Humboldt County,California,72219,72163,71887,71539
50,6,25,0,0,0,0,A,Imperial County,California,179709,179595,179215,178713
157,6,25,8058,0,0,1,A,Brawley city,California,26421,26414,26543,26862
157,6,25,9710,0,0,1,A,Calexico city,California,38616,38533,38540,38249
157,6,25,9878,0,0,1,A,Calipatria city,California,6520,6585,6385,6322
157,6,25,21782,0,0,1,A,El Centro city,California,44316,44207,44201,43811
157,6,25,34246,0,0,1,A,Holtville city,California,5607,5600,5583,5513
157,6,25,36280,0,0,1,A,Imperial city,California,20295,20417,21021,21233
157,6,25,84606,0,0,1,A,Westmorland city,California,2013,2008,2002,1990
157,6,25,99990,0,0,1,S,Balance of Imperial County,California,35921,35831,34940,34733
50,6,27,0,0,0,0,A,Inyo County,California,19025,19001,18927,18718
157,6,27,6798,0,0,1,A,Bishop city,California,3822,3822,3818,3771
157,6,27,99990,0,0,1,S,Balance of Inyo County,California,15203,15179,15109,14947
50,6,29,0,0,0,0,A,Kern County,California,909244,905828,912351,916108
157,6,29,2924,0,0,1,A,Arvin city,California,19491,19545,19714,19611
157,6,29,3526,0,0,1,A,Bakersfield city,California,404440,405181,409079,410647
157,6,29,9780,0,0,1,A,California City city,California,14969,15051,15029,15127
157,6,29,18394,0,0,1,A,Delano city,California,51420,49852,50668,50843
157,6,29,44826,0,0,1,A,McFarland city,California,14179,13992,14086,14019
157,6,29,45736,0,0,1,A,Maricopa city,California,1023,1023,1023,1020
157,6,29,60704,0,0,1,A,Ridgecrest city,California,27962,27982,28150,28346
157,6,29,71106,0,0,1,A,Shafter city,California,19956,20023,20113,21282
157,6,29,77574,0,0,1,A,Taft city,California,8553,7466,7048,7034
157,6,29,78092,0,0,1,A,Tehachapi city,California,12940,12990,12311,12389
157,6,29,83542,0,0,1,A,Wasco city,California,27049,25592,26891,27731
157,6,29,99990,0,0,1,S,Balance of Kern County,California,307262,307131,308239,308059
50,6,31,0,0,0,0,A,Kings County,California,152488,152790,152679,152981
157,6,31,3302,0,0,1,A,Avenal city,California,13694,13488,12886,13374
157,6,31,16224,0,0,1,A,Corcoran city,California,22340,22709,22644,22837
157,6,31,31960,0,0,1,A,Hanford city,California,58013,58098,58468,58470
157,6,31,41152,0,0,1,A,Lemoore city,California,27030,27093,27312,27185
157,6,31,99990,0,0,1,S,Balance of Kings County,California,31411,31402,31369,31115
50,6,33,0,0,0,0,A,Lake County,California,68158,68195,68584,68191
157,6,33,13945,0,0,1,A,Clearlake city,California,16687,16702,16805,16693
157,6,33,39710,0,0,1,A,Lakeport city,California,5029,5033,5063,5026
157,6,33,99990,0,0,1,S,Balance of Lake County,California,46442,46460,46716,46472
50,6,35,0,0,0,0,A,Lassen County,California,32730,32317,31813,29904
157,6,35,77364,0,0,1,A,Susanville city,California,16732,16426,15419,13707
157,6,35,99990,0,0,1,S,Balance of Lassen County,California,15998,15891,16394,16197
50,6,37,0,0,0,0,A,Los Angeles County,California,10014042,9992236,9811842,9721138
157,6,37,394,0,0,1,A,Agoura Hills city,California,20297,20227,19802,19464
157,6,37,884,0,0,1,A,Alhambra city,California,82868,82657,81168,80259
157,6,37,2462,0,0,1,A,Arcadia city,California,56664,56466,55334,54857
157,6,37,2896,0,0,1,A,Artesia city,California,16395,16341,16006,15774
157,6,37,3274,0,0,1,A,Avalon city,California,3458,3448,3373,3313
157,6,37,3386,0,0,1,A,Azusa city,California,50265,50154,49289,48824
157,6,37,3666,0,0,1,A,Baldwin Park city,California,72176,71971,70561,69455
157,6,37,4870,0,0,1,A,Bell city,California,33561,33458,32774,32466
157,6,37,4982,0,0,1,A,Bellflower city,California,79216,78975,77411,76405
157,6,37,4996,0,0,1,A,Bell Gardens city,California,39514,39379,38555,37927
157,6,37,6308,0,0,1,A,Beverly Hills city,California,32701,32581,31852,31326
157,6,37,7946,0,0,1,A,Bradbury city,California,925,922,899,886
157,6,37,8954,0,0,1,A,Burbank city,California,107335,107143,105291,103920
157,6,37,9598,0,0,1,A,Calabasas city,California,23239,23178,22889,22491
157,6,37,11530,0,0,1,A,Carson city,California,95553,95286,93285,92388
157,6,37,12552,0,0,1,A,Cerritos city,California,49573,49402,48340,47475
157,6,37,13756,0,0,1,A,Claremont city,California,37261,37183,36674,36001
157,6,37,14974,0,0,1,A,Commerce city,California,12363,12317,12042,11828
157,6,37,15044,0,0,1,A,Compton city,California,95712,95411,93456,91988
157,6,37,16742,0,0,1,A,Covina city,California,51275,51173,50370,49489
157,6,37,17498,0,0,1,A,Cudahy city,California,22808,22740,22256,21969
157,6,37,17568,0,0,1,A,Culver City city,California,40769,40675,39987,39515
157,6,37,19192,0,0,1,A,Diamond Bar city,California,55070,54896,53763,52855
157,6,37,19766,0,0,1,A,Downey city,California,114358,113973,111570,109934
157,6,37,19990,0,0,1,A,Duarte city,California,21722,21662,21271,21807
157,6,37,22230,0,0,1,A,El Monte city,California,109447,109111,106918,105312
157,6,37,22412,0,0,1,A,El Segundo city,California,17265,17212,16867,16622
157,6,37,28168,0,0,1,A,Gardena city,California,61022,60875,59721,58843
157,6,37,30000,0,0,1,A,Glendale city,California,196534,195995,192272,189221
157,6,37,30014,0,0,1,A,Glendora city,California,52577,52497,51592,50824
157,6,37,32506,0,0,1,A,Hawaiian Gardens city,California,14146,14101,13808,13593
157,6,37,32548,0,0,1,A,Hawthorne city,California,88077,87804,86010,84563
157,6,37,33364,0,0,1,A,Hermosa Beach city,California,19736,19687,19278,18985
157,6,37,33518,0,0,1,A,Hidden Hills city,California,1725,1722,1700,1694
157,6,37,36056,0,0,1,A,Huntington Park city,California,54883,54712,53584,52633
157,6,37,36490,0,0,1,A,Industry city,California,261,260,257,255
157,6,37,36546,0,0,1,A,Inglewood city,California,107759,107384,105097,103621
157,6,37,36826,0,0,1,A,Irwindale city,California,1467,1462,1438,1413
157,6,37,39003,0,0,1,A,La Cañada Flintridge city,California,20572,20506,20077,19752
157,6,37,39304,0,0,1,A,La Habra Heights city,California,5681,5661,5545,5447
157,6,37,39892,0,0,1,A,Lakewood city,California,82497,82213,80473,79063
157,6,37,40032,0,0,1,A,La Mirada city,California,47987,47839,46909,46323
157,6,37,40130,0,0,1,A,Lancaster city,California,173511,173040,170074,169185
157,6,37,40340,0,0,1,A,La Puente city,California,38054,37964,37232,36636
157,6,37,40830,0,0,1,A,La Verne city,California,31581,31500,30883,30380
157,6,37,40886,0,0,1,A,Lawndale city,California,31826,31722,31088,30576
157,6,37,42468,0,0,1,A,Lomita city,California,20924,20849,20405,20053
157,6,37,43000,0,0,1,A,Long Beach city,California,466775,465448,454334,451307
157,6,37,44000,0,0,1,A,Los Angeles city,California,3898767,3895836,3837986,3822238
157,6,37,44574,0,0,1,A,Lynwood city,California,67256,66815,64824,64086
157,6,37,45246,0,0,1,A,Malibu city,California,10649,10617,10416,10370
157,6,37,45400,0,0,1,A,Manhattan Beach city,California,35503,35377,34601,34137
157,6,37,46492,0,0,1,A,Maywood city,California,25123,25040,24522,24122
157,6,37,48648,0,0,1,A,Monrovia city,California,37937,37833,37456,36893
157,6,37,48816,0,0,1,A,Montebello city,California,62623,62410,61125,60569
157,6,37,48914,0,0,1,A,Monterey Park city,California,61109,60891,59586,58554
157,6,37,52526,0,0,1,A,Norwalk city,California,102762,102410,100313,98537
157,6,37,55156,0,0,1,A,Palmdale city,California,169415,168863,165452,163463
157,6,37,55380,0,0,1,A,Palos Verdes Estates city,California,13353,13309,13026,12792
157,6,37,55618,0,0,1,A,Paramount city,California,53748,53578,52485,51653
157,6,37,56000,0,0,1,A,Pasadena city,California,138719,138304,135932,134211
157,6,37,56924,0,0,1,A,Pico Rivera city,California,62079,61890,60696,59781
157,6,37,58072,0,0,1,A,Pomona city,California,151445,151033,147125,146017
157,6,37,59514,0,0,1,A,Rancho Palos Verdes city,California,42279,42140,41256,40527
157,6,37,60018,0,0,1,A,Redondo Beach city,California,71560,71333,69898,68918
157,6,37,62602,0,0,1,A,Rolling Hills city,California,1740,1734,1699,1676
157,6,37,62644,0,0,1,A,Rolling Hills Estates city,California,8276,8263,8146,8018
157,6,37,62896,0,0,1,A,Rosemead city,California,51187,51082,50221,49791
157,6,37,66070,0,0,1,A,San Dimas city,California,34920,34804,34086,33535
157,6,37,66140,0,0,1,A,San Fernando city,California,23966,23970,23757,23685
157,6,37,67042,0,0,1,A,San Gabriel city,California,39575,39449,38676,38140
157,6,37,68224,0,0,1,A,San Marino city,California,12511,12476,12240,12039
157,6,37,69088,0,0,1,A,Santa Clarita city,California,228679,228065,224320,221345
157,6,37,69154,0,0,1,A,Santa Fe Springs city,California,19210,19149,18755,18439
157,6,37,70000,0,0,1,A,Santa Monica city,California,93075,92803,91250,89947
157,6,37,71806,0,0,1,A,Sierra Madre city,California,11275,11238,11005,10809
157,6,37,71876,0,0,1,A,Signal Hill city,California,11850,11809,11559,11381
157,6,37,72996,0,0,1,A,South El Monte city,California,19561,19612,19557,19602
157,6,37,73080,0,0,1,A,South Gate city,California,92727,92434,91012,90926
157,6,37,73220,0,0,1,A,South Pasadena city,California,26942,26851,26285,25850
157,6,37,78148,0,0,1,A,Temple City city,California,36492,36400,35749,35296
157,6,37,80000,0,0,1,A,Torrance city,California,147071,146589,143509,141126
157,6,37,82422,0,0,1,A,Vernon city,California,221,220,215,212
157,6,37,83332,0,0,1,A,Walnut city,California,28437,28347,27776,27356
157,6,37,84200,0,0,1,A,West Covina city,California,109501,109129,106868,105013
157,6,37,84410,0,0,1,A,West Hollywood city,California,35759,35636,34889,34514
157,6,37,84438,0,0,1,A,Westlake Village city,California,8028,7995,7829,7694
157,6,37,85292,0,0,1,A,Whittier city,California,87302,87006,85330,84496
157,6,37,99990,0,0,1,S,Balance of Los Angeles County,California,1022025,1018314,996630,984463
50,6,39,0,0,0,0,A,Madera County,California,156259,156343,158910,160256
157,6,39,13294,0,0,1,A,Chowchilla city,California,19046,18815,18807,18738
157,6,39,45022,0,0,1,A,Madera city,California,66229,66461,67865,68050
157,6,39,99990,0,0,1,S,Balance of Madera County,California,70984,71067,72238,73468
50,6,41,0,0,0,0,A,Marin County,California,262318,261282,259162,256018
157,6,41,5164,0,0,1,A,Belvedere city,California,2131,2126,2115,2080
