RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023
9,0,California,state,,186124.6033,186751.7363,187597.3208,189432.1002,191563.0967,193861.7993,196289.6823,198825.7758,201369.0071,203780.323,206153.2259,208473.3758,210435.222,212376.6526,214563.6002,217283.5715,220008.1139,222482.463,224799.1181,227032.3685,229201.1873,231228.6933,233131.7829,234909.3037,236344.4716,237813.3111,239534.2355,241857.2167,244568.5136,247576.2093,251056.206,254803.4935,258590.4442,262183.5856,265702.217,269169.9213,272233.3391,275090.731,278118.9577,281639.5601,285548.3361,289163.1485,292979.8275,297000.7633,301468.6503,305820.0737,310011.3229,314062.229,318255.8282,322981.2263,328372.7945,334562.6531,341688.4074,349640.3384,357770.5203,365530.7293,372880.9244,379939.3585,386143.0542,392134.4536,397465.6794,403244.6427,409320.1081,416171.4639,422835.9297,428998.5934,434894.8835,440876.2781,446885.6596,452784.6743,457570.319,461806.4668,465335.5991,468473.9605,471463.036,474146.7111,476813.593,478657.7338,479341.3946,479345.834,478317.5804,477146.7037,475898.4879,474815.1912,473920.2039,472869.9506,471367.9033,469443.342,466442.7178,462987.1602,458564.5181,453952.8016,448771.098,443334.5534,437869.9817,432011.6827,426176.9687,419289.4401,411061.8352,401418.577,391154.8151,381187.3678,371091.7061,361372.4014,352393.7911,344630.6429,337104.8357,329883.7107,323132.6872,318215.6533,314142.6693,310315.8137,306607.7022,303366.9333,300963.186,298953.974,297380.2306,296541.1151,297366.5356,299256.4674,301175.8956,301977.2336,303001.315,304277.1027,305681.9427,305616.6107,304488.124,302561.2639,300595.6219,298487.1766,296619.614,295289.1777,294252.7334,293259.5729,291796.9198,290240.3375,287902.2834,286020.3893,284381.4892,282593.9954,280460.4973,278182.8384,277057.8959,276324.4878,275946.0594,275386.8036,274765.4347,274344.8547,274552.7696,275656.4446,277241.0195,279749.4909,283155.5296,287540.6123,292371.3735,297520.5326,302339.055,306538.4341,310071.8674,314192.8205,319848.4559,326735.1114,333687.8489,340380.4464,346970.662,353511.7156,358996.7775,363411.7103,366599.7933,369243.8028,371648.5302,374586.1783,377752.6615,380371.6193,382118.4585,383676.4164,386250.4987,389537.9325,393184.6141,396527.7737,399429.3221,401844.3627,403804.387,405750.3259,407977.584,410261.0028,412060.3328,413293.6262,414396.3247,415753.8216,416892.7168,417948.6201,421204.4541,426618.1399,432752.3543,437419.5682,440561.5617,443344.0267,444434.8293,444203.7991,442685.9995,442192.7336,443093.5278,445584.0326,450437.1538,456851.8836,463804.185,469515.0594,473721.4428,477377.674,479215.1855,480827.5372,482516.0468,486030.1989,489894.7248,494384.9666,499432.1323,504997.7923,510090.2647,514294.602,518162.0768,521321.6515,524227.3152,527338.0646,530890.9835,534679.0172,537418.9704,539049.1612,538853.8153,537628.9582,536278.2454,535609.9207,535266.5651,535100.5347,535693.8118,537572.9896,540371.4495,543636.7653,547173.2526,550806.8362,553695.9214,555985.6285,558151.7061,560209.8885,560540.0468,559446.0445,559434.1238,562975.6628,570647.0961,580492.2791,591813.6628,603019.5736,612271.2292,620133.9122,627202.6162,636291.4716,647078.7924,658559.4674,669387.4708,677320.6875,683189.7769,688312.1147,694670.0477,702241.419,712298.9415,724886.2533,739978.2069,753864.236,764501.6861,770290.4788,770687.4804,766062.1532,758621.2302,752025.456,746905.1593,741753.0155,735397.7033,729911.0495,727541.2739,728121.078
